product_category,original_price,product_age_days,return_reason,condition_grade,optimal_route
toys,2752.94,34,not_as_described,very_good,resell_as_is
books,376.12,14,no_longer_needed,acceptable,donate
electronics,30315.94,13,better_price_found,for_parts,peer_exchange
clothing,890.74,8,not_as_described,very_good,peer_exchange
clothing,1933.09,40,no_longer_needed,acceptable,refurbish
electronics,26073.9,5,no_longer_needed,good,refurbish
electronics,60386.86,3,defective,very_good,recycle
home,25914.97,90,wrong_size,good,refurbish
electronics,36829.55,38,not_as_described,like_new,resell_as_is
home,16871.61,41,better_price_found,acceptable,refurbish
electronics,40779.87,16,not_as_described,good,refurbish
clothing,12309.5,69,no_longer_needed,for_parts,recycle
clothing,3585.29,19,wrong_size,acceptable,peer_exchange
clothing,6295.17,8,wrong_size,like_new,resell_as_is
clothing,4078.41,2,not_as_described,acceptable,refurbish
electronics,64686.44,51,defective,very_good,resell_as_is
clothing,11422.78,32,no_longer_needed,good,refurbish
home,2956.38,5,no_longer_needed,very_good,resell_as_is
books,2953.26,100,no_longer_needed,like_new,resell_as_is
home,16854.93,2,no_longer_needed,good,refurbish
clothing,884.22,61,no_longer_needed,very_good,peer_exchange
electronics,28350.13,45,defective,good,refurbish
home,36953.48,119,better_price_found,good,refurbish
electronics,16992.06,10,no_longer_needed,good,refurbish
books,1746.4,5,defective,like_new,peer_exchange
books,2379.66,14,not_as_described,good,peer_exchange
clothing,8119.7,133,no_longer_needed,acceptable,refurbish
home,5269.29,58,not_as_described,acceptable,refurbish
home,28573.95,117,no_longer_needed,good,refurbish
clothing,10323.26,78,wrong_size,for_parts,recycle
electronics,20770.62,7,defective,like_new,resell_as_is
home,3443.77,50,wrong_size,acceptable,refurbish
clothing,11653.85,54,wrong_size,very_good,resell_as_is
clothing,13843.46,224,wrong_size,good,refurbish
books,2134.76,57,no_longer_needed,very_good,peer_exchange
electronics,3349.69,33,defective,good,refurbish
clothing,12526.47,186,no_longer_needed,like_new,resell_as_is
books,1576.6,100,better_price_found,very_good,peer_exchange
home,7039.78,33,defective,very_good,resell_as_is
clothing,13722.62,30,no_longer_needed,good,refurbish
home,12643.03,17,better_price_found,acceptable,refurbish
clothing,11750.14,4,wrong_size,like_new,resell_as_is
electronics,30903.86,21,defective,good,refurbish
clothing,4275.06,30,not_as_described,good,recycle
electronics,24572.22,35,defective,good,refurbish
electronics,49250.35,11,not_as_described,acceptable,refurbish
clothing,11939.35,76,wrong_size,acceptable,refurbish
clothing,10618.24,124,wrong_size,good,donate
clothing,12715.83,5,wrong_size,good,refurbish
electronics,18222.36,220,not_as_described,like_new,recycle
clothing,13051.45,108,wrong_size,acceptable,refurbish
clothing,6363.62,12,wrong_size,very_good,resell_as_is
clothing,3413.26,7,defective,good,refurbish
home,33106.9,36,better_price_found,good,refurbish
clothing,5430.36,30,not_as_described,good,refurbish
clothing,9132.65,6,not_as_described,very_good,resell_as_is
clothing,3701.69,67,not_as_described,very_good,resell_as_is
clothing,2707.55,96,wrong_size,for_parts,recycle
home,18517.14,13,no_longer_needed,very_good,resell_as_is
clothing,3996.07,37,no_longer_needed,good,refurbish
home,16688.04,14,defective,like_new,resell_as_is
clothing,14575.73,83,wrong_size,very_good,resell_as_is
books,1836.1,1,better_price_found,for_parts,recycle
home,16381.85,61,defective,acceptable,refurbish
electronics,56633.15,9,not_as_described,like_new,resell_as_is
home,37931.51,18,not_as_described,very_good,refurbish
clothing,3260.57,66,better_price_found,acceptable,refurbish
electronics,48424.03,4,not_as_described,good,refurbish
home,35316.8,127,defective,very_good,resell_as_is
books,1474.61,154,no_longer_needed,very_good,peer_exchange
electronics,6481.13,91,defective,acceptable,refurbish
home,37571.6,121,defective,acceptable,refurbish
clothing,12873.73,2,no_longer_needed,good,refurbish
electronics,34604.15,33,no_longer_needed,acceptable,refurbish
electronics,47608.87,55,defective,acceptable,refurbish
home,7712.16,42,not_as_described,for_parts,recycle
electronics,64949.02,93,not_as_described,acceptable,refurbish
toys,3273.66,88,defective,acceptable,refurbish
books,1370.29,26,no_longer_needed,very_good,peer_exchange
clothing,3351.33,226,wrong_size,for_parts,recycle
clothing,5170.41,11,wrong_size,good,refurbish
clothing,12313.3,85,wrong_size,for_parts,recycle
home,12579.47,58,not_as_described,very_good,resell_as_is
clothing,9361.68,47,no_longer_needed,very_good,resell_as_is
books,1444.73,92,better_price_found,good,peer_exchange
home,37292.98,17,no_longer_needed,acceptable,donate
electronics,53318.73,7,defective,very_good,resell_as_is
home,25412.92,90,defective,good,refurbish
home,24102.58,16,better_price_found,for_parts,recycle
clothing,8289.27,7,wrong_size,for_parts,recycle
clothing,14332.71,131,not_as_described,very_good,resell_as_is
books,2776.26,41,defective,good,refurbish
electronics,59865.61,17,no_longer_needed,good,refurbish
home,5627.87,36,defective,acceptable,refurbish
clothing,5277.17,8,wrong_size,acceptable,refurbish
clothing,12623.68,40,no_longer_needed,acceptable,refurbish
books,2101.38,84,better_price_found,very_good,peer_exchange
electronics,13525.08,91,better_price_found,good,refurbish
clothing,12764.04,25,no_longer_needed,acceptable,refurbish
books,1314.99,7,better_price_found,good,peer_exchange
clothing,919.76,4,not_as_described,like_new,peer_exchange
clothing,8665.06,97,wrong_size,good,refurbish
toys,2606.28,59,better_price_found,good,refurbish
toys,7463.0,86,no_longer_needed,like_new,resell_as_is
clothing,982.26,7,wrong_size,like_new,peer_exchange
electronics,27949.82,104,no_longer_needed,for_parts,recycle
electronics,46101.76,85,not_as_described,acceptable,donate
clothing,12175.57,9,wrong_size,good,refurbish
electronics,48704.44,14,defective,very_good,resell_as_is
books,1977.14,41,no_longer_needed,very_good,peer_exchange
electronics,10801.08,77,better_price_found,like_new,resell_as_is
electronics,3135.62,108,not_as_described,like_new,resell_as_is
clothing,11187.48,34,wrong_size,good,refurbish
clothing,9836.23,6,wrong_size,good,refurbish
home,35540.87,293,better_price_found,acceptable,refurbish
electronics,35377.17,66,not_as_described,very_good,resell_as_is
toys,2383.06,31,no_longer_needed,very_good,peer_exchange
home,14608.67,77,defective,acceptable,recycle
electronics,5239.7,36,not_as_described,acceptable,refurbish
toys,4744.06,111,better_price_found,for_parts,recycle
home,32964.67,38,not_as_described,for_parts,peer_exchange
electronics,20450.18,7,no_longer_needed,good,refurbish
home,3557.81,78,not_as_described,like_new,resell_as_is
home,8174.11,197,better_price_found,acceptable,recycle
electronics,11415.52,49,better_price_found,like_new,resell_as_is
electronics,6760.46,60,not_as_described,very_good,resell_as_is
home,31113.15,1,defective,like_new,peer_exchange
electronics,53216.43,84,not_as_described,very_good,resell_as_is
home,11964.17,99,no_longer_needed,like_new,resell_as_is
toys,2588.13,66,wrong_size,good,refurbish
electronics,50617.45,100,no_longer_needed,like_new,resell_as_is
clothing,10517.33,85,not_as_described,acceptable,refurbish
clothing,1431.63,34,defective,good,peer_exchange
electronics,16587.36,9,no_longer_needed,good,refurbish
clothing,5829.29,88,better_price_found,good,refurbish
electronics,44090.01,49,better_price_found,good,refurbish
clothing,14778.08,78,wrong_size,very_good,resell_as_is
books,1911.26,100,not_as_described,for_parts,resell_as_is
home,23437.85,1,not_as_described,like_new,resell_as_is
electronics,30415.21,22,no_longer_needed,good,refurbish
toys,4065.47,11,defective,very_good,resell_as_is
books,2324.87,4,not_as_described,good,refurbish
clothing,12051.36,25,wrong_size,acceptable,refurbish
home,25846.48,47,better_price_found,acceptable,refurbish
home,4103.18,40,not_as_described,like_new,resell_as_is
electronics,28500.77,141,defective,good,refurbish
electronics,47856.2,14,defective,good,refurbish
clothing,4043.87,103,wrong_size,good,refurbish
books,1675.39,103,not_as_described,good,peer_exchange
clothing,573.75,82,wrong_size,very_good,peer_exchange
books,1134.85,14,no_longer_needed,acceptable,donate
toys,7671.44,140,no_longer_needed,acceptable,refurbish
clothing,1464.17,19,wrong_size,very_good,peer_exchange
electronics,38226.54,41,not_as_described,like_new,resell_as_is
clothing,7017.36,48,not_as_described,very_good,resell_as_is
home,11013.85,36,no_longer_needed,for_parts,resell_as_is
toys,2339.12,8,no_longer_needed,very_good,peer_exchange
home,5544.13,52,wrong_size,acceptable,refurbish
home,4967.83,39,better_price_found,like_new,resell_as_is
home,18963.85,64,no_longer_needed,acceptable,refurbish
clothing,8781.23,8,no_longer_needed,like_new,resell_as_is
toys,2541.98,17,not_as_described,acceptable,refurbish
books,618.21,8,defective,very_good,peer_exchange
clothing,14937.65,122,no_longer_needed,acceptable,refurbish
electronics,47989.03,55,defective,for_parts,recycle
books,406.66,3,no_longer_needed,like_new,peer_exchange
books,1471.41,234,not_as_described,good,refurbish
clothing,10160.59,11,defective,good,refurbish
electronics,27305.15,21,defective,like_new,recycle
home,37637.88,8,not_as_described,like_new,donate
clothing,10209.82,87,wrong_size,like_new,resell_as_is
home,32311.22,13,better_price_found,very_good,resell_as_is
clothing,12224.18,2,wrong_size,for_parts,resell_as_is
clothing,13896.72,115,defective,very_good,resell_as_is
electronics,31778.12,33,better_price_found,acceptable,refurbish
home,36374.85,107,no_longer_needed,for_parts,recycle
home,1431.71,53,defective,good,peer_exchange
clothing,11986.39,4,not_as_described,like_new,resell_as_is
home,7937.77,1,defective,good,refurbish
clothing,10532.41,42,not_as_described,for_parts,recycle
home,25876.76,46,no_longer_needed,acceptable,refurbish
electronics,61938.49,113,better_price_found,very_good,resell_as_is
clothing,5965.88,32,better_price_found,good,refurbish
clothing,7293.56,28,wrong_size,good,recycle
home,18740.74,19,defective,acceptable,refurbish
electronics,5526.22,8,not_as_described,very_good,recycle
clothing,12698.24,15,better_price_found,acceptable,refurbish
electronics,12266.79,17,defective,like_new,resell_as_is
toys,2576.9,1,better_price_found,very_good,resell_as_is
home,34528.09,24,better_price_found,acceptable,refurbish
home,16912.61,64,not_as_described,very_good,resell_as_is
home,38299.82,14,not_as_described,acceptable,refurbish
toys,5553.85,146,better_price_found,acceptable,recycle
electronics,63816.08,50,defective,good,peer_exchange
home,17198.06,17,not_as_described,like_new,resell_as_is
electronics,60595.87,29,not_as_described,good,refurbish
clothing,2251.3,6,wrong_size,good,peer_exchange
clothing,924.89,60,no_longer_needed,like_new,peer_exchange
clothing,4664.99,3,wrong_size,for_parts,recycle
toys,3747.51,127,better_price_found,acceptable,donate
clothing,8405.63,43,no_longer_needed,for_parts,recycle
books,1554.93,71,no_longer_needed,very_good,peer_exchange
toys,5584.87,110,not_as_described,good,refurbish
clothing,1079.53,27,wrong_size,very_good,peer_exchange
toys,6924.85,36,no_longer_needed,very_good,resell_as_is
clothing,10977.24,62,wrong_size,acceptable,refurbish
home,4484.26,58,defective,acceptable,refurbish
electronics,47491.96,7,no_longer_needed,like_new,resell_as_is
clothing,11053.57,21,not_as_described,good,refurbish
clothing,2213.78,126,wrong_size,acceptable,refurbish
home,10886.04,16,not_as_described,very_good,resell_as_is
clothing,4428.3,21,better_price_found,good,refurbish
electronics,1622.21,44,no_longer_needed,good,refurbish
electronics,63639.03,46,defective,good,refurbish
home,13482.23,23,not_as_described,good,refurbish
clothing,1195.41,39,better_price_found,acceptable,donate
home,13732.18,13,no_longer_needed,very_good,resell_as_is
clothing,11474.23,19,not_as_described,very_good,refurbish
books,2665.61,3,no_longer_needed,acceptable,refurbish
clothing,6414.77,35,no_longer_needed,good,refurbish
electronics,44352.3,6,defective,good,refurbish
electronics,62281.22,94,no_longer_needed,acceptable,refurbish
clothing,13118.12,2,no_longer_needed,good,refurbish
clothing,9302.54,68,wrong_size,good,refurbish
home,22175.26,34,not_as_described,good,refurbish
clothing,1041.56,66,not_as_described,for_parts,recycle
clothing,2686.18,37,no_longer_needed,acceptable,refurbish
clothing,9692.42,49,not_as_described,acceptable,refurbish
clothing,9345.91,87,no_longer_needed,like_new,resell_as_is
toys,3117.15,1,defective,for_parts,recycle
home,29284.68,63,not_as_described,good,refurbish
home,1718.66,14,defective,very_good,refurbish
clothing,12462.67,39,not_as_described,good,refurbish
home,9798.87,71,not_as_described,like_new,recycle
home,15876.22,99,not_as_described,like_new,resell_as_is
toys,964.04,15,no_longer_needed,for_parts,recycle
electronics,40059.56,66,no_longer_needed,good,refurbish
home,29355.29,52,not_as_described,very_good,resell_as_is
electronics,6117.47,91,no_longer_needed,good,refurbish
clothing,6296.11,33,defective,good,refurbish
electronics,29064.36,43,defective,acceptable,recycle
electronics,2037.73,23,not_as_described,acceptable,refurbish
toys,6803.29,13,defective,very_good,resell_as_is
clothing,2299.18,46,not_as_described,good,peer_exchange
books,1996.45,156,no_longer_needed,good,peer_exchange
electronics,7240.58,13,defective,acceptable,refurbish
clothing,1259.33,47,not_as_described,acceptable,refurbish
electronics,5645.2,19,defective,acceptable,refurbish
electronics,43841.0,17,better_price_found,acceptable,refurbish
clothing,1323.31,25,wrong_size,like_new,peer_exchange
home,9910.18,68,not_as_described,for_parts,recycle
electronics,40245.26,64,no_longer_needed,good,refurbish
clothing,9745.18,146,no_longer_needed,very_good,resell_as_is
clothing,7232.97,26,not_as_described,good,refurbish
home,15670.34,53,not_as_described,like_new,resell_as_is
home,32599.96,38,not_as_described,very_good,resell_as_is
clothing,510.71,89,wrong_size,good,peer_exchange
clothing,12899.2,11,no_longer_needed,like_new,resell_as_is
electronics,51945.27,5,defective,good,refurbish
home,14553.68,66,not_as_described,good,refurbish
electronics,55258.99,122,defective,good,refurbish
clothing,822.95,86,no_longer_needed,like_new,peer_exchange
books,1718.32,20,not_as_described,good,peer_exchange
home,32224.19,164,no_longer_needed,for_parts,recycle
electronics,4791.22,19,not_as_described,very_good,resell_as_is
books,2957.99,2,defective,good,refurbish
home,26448.65,5,not_as_described,very_good,resell_as_is
clothing,13951.12,2,wrong_size,very_good,resell_as_is
clothing,12450.04,21,wrong_size,very_good,resell_as_is
books,1474.0,13,no_longer_needed,very_good,peer_exchange
electronics,53007.08,99,not_as_described,like_new,resell_as_is
electronics,34739.45,7,no_longer_needed,acceptable,refurbish
home,28102.93,31,defective,like_new,resell_as_is
electronics,39819.31,121,not_as_described,for_parts,recycle
clothing,12860.78,23,better_price_found,good,refurbish
electronics,2223.81,14,defective,acceptable,refurbish
home,27011.36,70,no_longer_needed,like_new,resell_as_is
electronics,33457.21,8,not_as_described,like_new,resell_as_is
clothing,2120.97,35,not_as_described,good,peer_exchange
clothing,1332.13,188,defective,good,peer_exchange
clothing,14698.7,18,wrong_size,very_good,resell_as_is
clothing,12441.09,114,no_longer_needed,very_good,refurbish
home,29829.57,88,defective,very_good,resell_as_is
home,29884.94,6,not_as_described,like_new,resell_as_is
clothing,7046.23,140,no_longer_needed,for_parts,peer_exchange
clothing,6134.88,61,no_longer_needed,good,refurbish
home,13431.96,10,not_as_described,good,refurbish
home,37504.74,30,defective,like_new,peer_exchange
electronics,22970.49,10,not_as_described,good,refurbish
books,1597.26,2,no_longer_needed,like_new,peer_exchange
home,26233.06,20,better_price_found,good,refurbish
books,393.89,15,no_longer_needed,good,peer_exchange
home,14348.44,1,not_as_described,for_parts,recycle
clothing,3725.52,100,wrong_size,good,refurbish
clothing,6676.44,73,wrong_size,very_good,resell_as_is
home,1624.5,36,defective,good,refurbish
clothing,8402.44,28,not_as_described,for_parts,recycle
clothing,7334.21,100,wrong_size,good,refurbish
toys,1549.61,383,no_longer_needed,good,peer_exchange
home,6358.29,176,defective,acceptable,refurbish
electronics,52850.24,132,wrong_size,for_parts,recycle
electronics,30281.07,8,defective,good,refurbish
electronics,13976.64,61,better_price_found,like_new,resell_as_is
home,39504.04,69,defective,very_good,resell_as_is
electronics,13074.55,20,not_as_described,very_good,resell_as_is
toys,7949.45,2,no_longer_needed,acceptable,peer_exchange
electronics,28268.59,56,no_longer_needed,like_new,resell_as_is
electronics,63281.84,23,defective,good,refurbish
electronics,17691.53,196,better_price_found,very_good,resell_as_is
electronics,36428.89,28,defective,good,refurbish
clothing,13916.25,85,wrong_size,very_good,resell_as_is
books,2610.14,50,no_longer_needed,acceptable,refurbish
books,406.99,56,no_longer_needed,very_good,refurbish
toys,7132.47,71,no_longer_needed,acceptable,refurbish
clothing,13428.04,15,wrong_size,for_parts,resell_as_is
home,30522.88,121,no_longer_needed,very_good,resell_as_is
clothing,13072.65,18,not_as_described,good,refurbish
home,37073.95,13,wrong_size,good,refurbish
clothing,11889.21,105,wrong_size,good,refurbish
clothing,14552.65,26,not_as_described,very_good,peer_exchange
electronics,53072.68,36,not_as_described,for_parts,recycle
books,1261.86,25,no_longer_needed,acceptable,refurbish
home,1554.29,59,no_longer_needed,good,refurbish
toys,2999.66,37,no_longer_needed,acceptable,refurbish
clothing,12398.94,29,defective,like_new,resell_as_is
clothing,9063.8,36,no_longer_needed,very_good,resell_as_is
home,15857.79,50,better_price_found,good,refurbish
clothing,7438.7,88,wrong_size,very_good,recycle
electronics,63979.31,92,not_as_described,acceptable,refurbish
home,33003.43,70,defective,like_new,resell_as_is
electronics,63989.91,1,no_longer_needed,like_new,resell_as_is
clothing,9675.94,87,wrong_size,good,refurbish
electronics,6419.24,89,no_longer_needed,very_good,resell_as_is
clothing,7392.72,104,wrong_size,very_good,resell_as_is
electronics,64737.85,23,better_price_found,good,refurbish
clothing,12313.51,84,better_price_found,good,refurbish
clothing,2615.18,25,no_longer_needed,like_new,resell_as_is
home,36071.8,85,not_as_described,acceptable,refurbish
clothing,1569.27,47,no_longer_needed,good,peer_exchange
toys,4459.68,6,defective,acceptable,refurbish
books,669.61,55,better_price_found,acceptable,donate
electronics,57656.82,58,wrong_size,good,refurbish
electronics,44583.3,10,no_longer_needed,good,donate
books,292.4,22,no_longer_needed,very_good,peer_exchange
home,12206.99,3,no_longer_needed,for_parts,recycle
clothing,6660.81,156,no_longer_needed,good,refurbish
home,38961.38,118,not_as_described,for_parts,recycle
home,7514.0,136,defective,for_parts,donate
electronics,12277.56,44,defective,very_good,resell_as_is
clothing,3432.45,19,no_longer_needed,very_good,resell_as_is
toys,1069.14,10,no_longer_needed,good,peer_exchange
clothing,1083.12,70,no_longer_needed,good,peer_exchange
electronics,59074.33,74,defective,acceptable,recycle
toys,409.11,1,no_longer_needed,very_good,peer_exchange
electronics,27395.45,106,no_longer_needed,like_new,recycle
home,26847.97,120,defective,good,refurbish
toys,1166.71,17,not_as_described,good,peer_exchange
books,2861.48,5,no_longer_needed,like_new,resell_as_is
electronics,64460.96,34,not_as_described,good,refurbish
electronics,41450.63,79,better_price_found,good,refurbish
books,2527.87,3,no_longer_needed,like_new,resell_as_is
books,2481.77,101,no_longer_needed,like_new,peer_exchange
home,6046.64,9,not_as_described,like_new,resell_as_is
toys,551.63,107,better_price_found,good,peer_exchange
clothing,14743.31,119,no_longer_needed,like_new,resell_as_is
toys,6624.76,6,defective,very_good,resell_as_is
electronics,61866.0,45,defective,good,refurbish
clothing,4721.29,38,not_as_described,acceptable,refurbish
clothing,7563.08,47,not_as_described,good,refurbish
clothing,4964.86,63,defective,like_new,peer_exchange
clothing,2102.18,9,not_as_described,for_parts,recycle
clothing,4094.93,20,wrong_size,good,peer_exchange
home,15885.37,15,not_as_described,for_parts,recycle
clothing,11272.31,43,wrong_size,good,refurbish
clothing,7437.78,97,not_as_described,very_good,resell_as_is
electronics,53747.34,14,not_as_described,very_good,resell_as_is
clothing,5827.58,163,wrong_size,very_good,resell_as_is
toys,4225.3,193,defective,like_new,resell_as_is
home,24008.36,17,no_longer_needed,acceptable,refurbish
home,12858.19,46,wrong_size,very_good,resell_as_is
home,37679.36,208,better_price_found,very_good,resell_as_is
books,1272.79,27,no_longer_needed,good,peer_exchange
books,2745.93,83,defective,like_new,resell_as_is
clothing,9337.96,7,better_price_found,good,refurbish
electronics,61878.56,36,defective,good,refurbish
books,1727.3,7,no_longer_needed,very_good,peer_exchange
home,4972.96,229,no_longer_needed,very_good,peer_exchange
clothing,927.82,57,wrong_size,very_good,peer_exchange
electronics,10665.72,131,not_as_described,good,refurbish
clothing,12422.25,14,no_longer_needed,like_new,resell_as_is
books,505.22,17,defective,good,peer_exchange
home,4162.6,31,not_as_described,good,refurbish
toys,2801.83,72,not_as_described,good,refurbish
electronics,63246.87,47,not_as_described,good,refurbish
books,895.06,47,not_as_described,good,peer_exchange
clothing,4959.13,1,wrong_size,good,refurbish
clothing,1687.71,170,no_longer_needed,very_good,peer_exchange
electronics,50991.17,40,not_as_described,like_new,resell_as_is
books,1007.23,1,better_price_found,good,peer_exchange
clothing,7183.71,15,wrong_size,good,refurbish
electronics,64307.53,177,no_longer_needed,for_parts,recycle
clothing,8789.51,126,better_price_found,acceptable,refurbish
clothing,6948.95,40,defective,like_new,resell_as_is
toys,1993.97,59,no_longer_needed,acceptable,refurbish
home,38114.64,66,not_as_described,like_new,resell_as_is
clothing,10393.59,43,wrong_size,good,peer_exchange
clothing,10302.6,36,better_price_found,acceptable,refurbish
home,37742.66,23,defective,like_new,resell_as_is
toys,3372.52,30,not_as_described,very_good,resell_as_is
home,22391.18,3,no_longer_needed,for_parts,recycle
clothing,3832.88,22,not_as_described,acceptable,refurbish
clothing,7040.97,12,better_price_found,acceptable,refurbish
electronics,55400.42,40,no_longer_needed,like_new,resell_as_is
home,19926.59,21,defective,very_good,resell_as_is
electronics,39207.14,34,no_longer_needed,very_good,resell_as_is
clothing,2915.35,38,defective,for_parts,recycle
electronics,30706.29,127,no_longer_needed,for_parts,recycle
electronics,1726.71,58,no_longer_needed,like_new,refurbish
toys,7573.13,11,defective,acceptable,refurbish
home,16322.65,80,not_as_described,acceptable,refurbish
clothing,8065.46,63,wrong_size,good,refurbish
books,603.69,111,no_longer_needed,very_good,peer_exchange
toys,1881.88,78,defective,for_parts,recycle
toys,7081.22,48,defective,very_good,resell_as_is
electronics,31752.3,122,defective,very_good,resell_as_is
books,1032.95,29,no_longer_needed,very_good,peer_exchange
home,33856.38,150,better_price_found,good,refurbish
electronics,38981.12,151,not_as_described,for_parts,recycle
electronics,52064.44,127,not_as_described,like_new,refurbish
clothing,1909.36,53,wrong_size,very_good,peer_exchange
electronics,30347.51,35,no_longer_needed,very_good,resell_as_is
toys,1678.95,7,no_longer_needed,acceptable,refurbish
toys,3321.33,29,better_price_found,acceptable,refurbish
electronics,38407.73,19,better_price_found,acceptable,refurbish
electronics,56402.91,54,defective,very_good,resell_as_is
home,9922.92,14,better_price_found,acceptable,refurbish
home,30826.18,155,no_longer_needed,very_good,resell_as_is
home,19443.51,22,better_price_found,acceptable,refurbish
electronics,1809.22,6,defective,good,refurbish
home,13670.24,136,not_as_described,good,refurbish
toys,5624.32,62,no_longer_needed,for_parts,recycle
home,4003.11,101,not_as_described,very_good,resell_as_is
home,10999.43,35,no_longer_needed,very_good,resell_as_is
electronics,38407.33,29,defective,acceptable,refurbish
home,15700.83,118,defective,very_good,resell_as_is
toys,6832.99,16,not_as_described,acceptable,refurbish
clothing,6101.96,2,not_as_described,like_new,donate
electronics,55139.41,196,defective,like_new,resell_as_is
clothing,9933.3,81,no_longer_needed,like_new,peer_exchange
home,38328.25,110,better_price_found,good,refurbish
home,16725.33,2,defective,acceptable,refurbish
toys,7418.19,55,defective,very_good,resell_as_is
clothing,12108.31,104,wrong_size,good,refurbish
clothing,13628.83,27,defective,good,refurbish
toys,6179.54,106,no_longer_needed,good,donate
home,17439.77,143,not_as_described,good,refurbish
electronics,49541.32,5,no_longer_needed,good,refurbish
electronics,35887.13,58,defective,acceptable,refurbish
electronics,26078.62,7,better_price_found,good,refurbish
clothing,11007.41,93,wrong_size,like_new,resell_as_is
clothing,3303.2,8,defective,acceptable,refurbish
electronics,32227.97,23,no_longer_needed,good,refurbish
clothing,9670.97,45,wrong_size,good,refurbish
home,10084.38,28,not_as_described,good,refurbish
home,13277.61,134,wrong_size,very_good,peer_exchange
clothing,3387.73,40,not_as_described,good,refurbish
toys,6937.63,17,no_longer_needed,good,peer_exchange
home,22163.64,51,not_as_described,for_parts,recycle
toys,1154.43,53,no_longer_needed,like_new,peer_exchange
electronics,64013.14,48,defective,good,refurbish
clothing,14911.88,100,defective,good,refurbish
electronics,57263.11,105,no_longer_needed,very_good,resell_as_is
electronics,7406.69,170,no_longer_needed,like_new,resell_as_is
electronics,2596.88,21,not_as_described,like_new,resell_as_is
home,9754.4,40,better_price_found,like_new,resell_as_is
clothing,8346.67,16,not_as_described,acceptable,refurbish
clothing,8727.0,33,wrong_size,good,refurbish
clothing,9354.19,39,not_as_described,acceptable,refurbish
electronics,41263.09,53,no_longer_needed,acceptable,refurbish
clothing,3389.31,20,not_as_described,like_new,resell_as_is
toys,7667.97,1,better_price_found,for_parts,recycle
clothing,13822.59,1,no_longer_needed,very_good,resell_as_is
clothing,8082.7,100,wrong_size,good,refurbish
toys,7195.32,44,no_longer_needed,good,refurbish
clothing,4635.8,3,not_as_described,very_good,resell_as_is
electronics,23534.43,138,not_as_described,good,peer_exchange
clothing,13005.39,32,wrong_size,good,refurbish
toys,3094.23,190,better_price_found,good,refurbish
home,35492.44,134,defective,acceptable,refurbish
home,12580.29,63,wrong_size,very_good,resell_as_is
electronics,44211.48,106,defective,good,refurbish
home,28142.38,37,not_as_described,for_parts,recycle
clothing,14898.52,12,wrong_size,for_parts,recycle
clothing,1482.75,27,defective,good,peer_exchange
clothing,14925.11,219,wrong_size,very_good,resell_as_is
clothing,9367.33,96,defective,like_new,resell_as_is
home,2424.13,137,better_price_found,very_good,recycle
electronics,57061.71,16,defective,like_new,resell_as_is
clothing,1103.76,6,wrong_size,good,peer_exchange
clothing,1568.59,134,wrong_size,acceptable,refurbish
toys,6031.9,36,defective,like_new,resell_as_is
clothing,11374.47,42,no_longer_needed,acceptable,refurbish
home,33820.1,25,not_as_described,acceptable,refurbish
home,16766.99,262,no_longer_needed,like_new,resell_as_is
electronics,46891.55,36,wrong_size,like_new,resell_as_is
clothing,14107.47,47,no_longer_needed,very_good,resell_as_is
books,1575.81,54,no_longer_needed,good,peer_exchange
home,6573.29,75,defective,very_good,resell_as_is
home,38712.89,18,better_price_found,good,refurbish
home,38230.85,91,wrong_size,like_new,resell_as_is
books,2300.69,62,no_longer_needed,good,peer_exchange
home,37455.86,84,better_price_found,very_good,resell_as_is
clothing,7336.66,38,not_as_described,acceptable,refurbish
electronics,7224.66,23,no_longer_needed,acceptable,refurbish
clothing,2392.17,17,wrong_size,very_good,peer_exchange
electronics,21902.73,46,defective,good,refurbish
home,33849.35,13,not_as_described,good,refurbish
electronics,23405.22,16,not_as_described,very_good,resell_as_is
clothing,4002.13,58,no_longer_needed,like_new,resell_as_is
electronics,14269.04,140,defective,acceptable,refurbish
home,18085.2,55,not_as_described,good,refurbish
toys,7361.35,5,defective,good,refurbish
home,32878.79,23,defective,very_good,resell_as_is
books,805.84,51,better_price_found,good,peer_exchange
clothing,9206.5,103,better_price_found,acceptable,refurbish
electronics,9154.12,2,defective,good,refurbish
electronics,15985.58,43,no_longer_needed,like_new,resell_as_is
clothing,5203.29,293,defective,for_parts,recycle
clothing,5234.26,24,defective,like_new,resell_as_is
electronics,58247.73,52,not_as_described,good,refurbish
clothing,4417.69,28,defective,like_new,resell_as_is
clothing,8328.81,18,no_longer_needed,very_good,resell_as_is
electronics,53334.57,22,better_price_found,good,refurbish
home,22620.06,33,no_longer_needed,good,refurbish
electronics,58152.33,38,not_as_described,like_new,resell_as_is
clothing,7246.17,185,not_as_described,for_parts,recycle
toys,4602.2,22,no_longer_needed,good,refurbish
electronics,44676.21,21,defective,for_parts,recycle
books,1601.17,12,better_price_found,good,peer_exchange
clothing,6603.68,9,no_longer_needed,very_good,resell_as_is
home,37719.96,7,not_as_described,good,refurbish
electronics,56198.8,5,not_as_described,like_new,resell_as_is
home,1530.34,49,defective,acceptable,refurbish
home,30432.78,54,not_as_described,good,refurbish
clothing,540.49,7,not_as_described,very_good,peer_exchange
clothing,2072.15,24,not_as_described,good,peer_exchange
electronics,54013.32,140,defective,good,refurbish
electronics,14490.07,45,better_price_found,acceptable,refurbish
